% Model,coupled_V18V_T001_a0_overetch025_thickness30_offset01.mph
% Version,COMSOL 6.1.0.357
% Date,"Dec 7 2023, 11:40"
% Table,Evaluation Group 1 - 
% dx,Time (s),es.Q0_1/es.V0_1 (F),"Displacement field, X-component (µm), Point: 293"
25,6.2E-4,2.457019971265625E-13,0.0373091436375338
25,6.3E-4,2.4604036547999554E-13,0.04017123346535261
25,6.4E-4,2.462977604775677E-13,0.04234297127710025
25,6.500000000000001E-4,2.46459307421034E-13,0.04370657016066735
25,6.600000000000001E-4,2.4652133100742157E-13,0.044231852091257164
25,6.7E-4,2.464679966188935E-13,0.04378891859770759
25,6.8E-4,2.462916185718451E-13,0.04231300750705356
25,6.900000000000001E-4,2.4602058725109324E-13,0.040034112013484925
25,7.000000000000001E-4,2.456407430938147E-13,0.03682767459186802
25,7.1E-4,2.451925557029074E-13,0.03302670267438983
25,7.2E-4,2.446894223074617E-13,0.028735519594630287
25,7.300000000000001E-4,2.441516074883558E-13,0.024121022889977858
25,7.400000000000001E-4,2.436128234959203E-13,0.01947385789954142
25,7.5E-4,2.4309028391173836E-13,0.014932070421739071
25,7.6E-4,2.426012271060224E-13,0.01066838577797308
25,7.700000000000001E-4,2.4216856911432696E-13,0.006871810182934241
25,7.800000000000001E-4,2.4180396199667206E-13,0.003651723696025466
25,7.9E-4,2.4151534366235566E-13,0.0010938654637657795
25,8.0E-4,2.41299050242189E-13,-8.225064317263098E-4
25,8.100000000000001E-4,NaN,-0.002069938737083509
25,8.200000000000001E-4,NaN,-0.0027192956756550085
25,8.300000000000001E-4,NaN,-0.0029870036462143505
25,8.4E-4,NaN,-0.0030721349875508395
25,8.500000000000001E-4,NaN,-0.0030074500374230677
25,8.600000000000001E-4,NaN,-0.0027712227590468417
25,8.700000000000001E-4,NaN,-0.0024983306653758343
25,8.8E-4,NaN,-0.0022254385717048308
25,8.900000000000001E-4,NaN,-0.001955446186311895
25,9.000000000000001E-4,NaN,-0.0016903250345374008
25,9.100000000000001E-4,NaN,-0.001425203882762907
25,9.2E-4,NaN,-0.0011600827309884156
25,9.3E-4,NaN,-0.001023499883241083
25,9.400000000000001E-4,NaN,-8.977318147743992E-4
25,9.500000000000001E-4,NaN,-7.719637463077157E-4
25,9.600000000000001E-4,NaN,-6.46195677841032E-4
25,9.7E-4,NaN,-5.204276093743498E-4
25,9.800000000000002E-4,NaN,-3.9465954090766485E-4
25,9.9E-4,NaN,-2.706926456395493E-4
25,0.001,NaN,-2.3117232617545554E-4
25,0.00101,NaN,-1.9165200671136183E-4
25,0.00102,NaN,-1.5213168724726808E-4
25,0.00103,NaN,-1.1261136778317437E-4
25,0.0010400000000000001,NaN,-7.309104831908065E-5
25,0.0010500000000000002,NaN,-3.357072885498694E-5
25,0.0010600000000000002,NaN,1.4741555199405925E-6
25,0.00107,NaN,3.5037489549609296E-6
25,0.00108,NaN,5.533342389981309E-6
25,0.00109,NaN,7.562935825001687E-6
25,0.0011,NaN,9.592529260022068E-6
25,0.00111,NaN,1.162212269504245E-5
25,0.0011200000000000001,NaN,1.3651716130062831E-5
25,0.0011300000000000001,NaN,1.568130956508321E-5
25,0.0011400000000000002,NaN,1.771090300010359E-5
25,0.0011500000000000002,NaN,1.974049643512397E-5
25,0.00116,NaN,2.177008987014431E-5
25,0.00117,NaN,2.379968330516469E-5
25,0.00118,NaN,2.582927674018507E-5
25,0.00119,NaN,2.7858870175205455E-5
25,0.0012000000000000001,NaN,2.8799512413452913E-5
25,0.0012100000000000001,NaN,2.738693508007557E-5
25,0.0012200000000000002,NaN,2.5974357746698228E-5
25,0.0012300000000000002,NaN,2.4561780413320888E-5
25,0.00124,NaN,2.3149203079943576E-5
25,0.00125,NaN,2.1736625746566233E-5
25,0.00126,NaN,2.0324048413188894E-5
25,0.00127,NaN,1.891147107981155E-5
25,0.00128,NaN,1.7498893746434205E-5
25,0.0012900000000000001,NaN,1.6086316413056866E-5
25,0.0013000000000000002,NaN,1.4673739079679522E-5
25,0.0013100000000000002,NaN,1.3261161746302184E-5
25,0.0013200000000000002,NaN,1.1848584412924842E-5
25,0.00133,NaN,1.043600707954753E-5
25,0.00134,NaN,9.537362608178606E-6
25,0.00135,NaN,9.12594518169591E-6
25,0.00136,NaN,8.71452775521321E-6
25,0.0013700000000000001,NaN,8.30311032873051E-6
25,0.0013800000000000002,NaN,7.89169290224781E-6
25,0.0013900000000000002,NaN,7.480275475765111E-6
25,0.0014000000000000002,NaN,7.068858049282413E-6
25,0.00141,NaN,6.657440622799722E-6
25,0.00142,NaN,6.246023196317023E-6
25,0.00143,NaN,5.834605769834323E-6
25,0.00144,NaN,5.423188343351625E-6
25,0.0014500000000000001,NaN,5.011770916868925E-6
25,0.0014600000000000001,NaN,4.600353490386227E-6
25,0.0014700000000000002,NaN,4.188936063903527E-6
25,0.0014800000000000002,NaN,3.777518637420829E-6
25,0.0014900000000000002,NaN,3.366101210938129E-6
25,0.0015,NaN,2.9546837844554393E-6
25,0.00151,NaN,2.54326635797274E-6
25,0.00152,NaN,2.1318489314900405E-6
25,0.0015300000000000001,NaN,1.7204315050073416E-6
25,0.0015400000000000001,NaN,1.4995636981323894E-6
25,0.0015500000000000002,NaN,1.45934386092192E-6
25,0.0015600000000000002,NaN,1.4191240237114508E-6
25,0.0015700000000000002,NaN,1.3789041865009816E-6
25,0.00158,NaN,1.338684349290513E-6
25,0.00159,NaN,1.298464512080044E-6
25,0.0016,NaN,1.2582446748695743E-6
25,0.00161,NaN,1.2180248376591054E-6
25,0.0016200000000000001,NaN,1.1778050004486362E-6
25,0.0016300000000000002,NaN,1.1375851632381668E-6
25,0.0016400000000000002,NaN,1.0973653260276974E-6
25,0.0016500000000000002,NaN,1.0571454888172282E-6
25,0.0016600000000000002,NaN,1.016925651606759E-6
25,0.00167,NaN,9.767058143962907E-7
25,0.00168,NaN,9.364859771858215E-7
25,0.00169,NaN,8.96266139975352E-7
25,0.0017000000000000001,NaN,8.560463027648829E-7
25,0.0017100000000000001,NaN,8.158264655544135E-7
25,0.0017200000000000002,NaN,7.756066283439443E-7
25,0.0017300000000000002,NaN,7.353867911334751E-7
25,0.0017400000000000002,NaN,7.043042885834303E-7
25,0.00175,NaN,6.818843116156909E-7
25,0.00176,NaN,6.594643346479509E-7
25,0.00177,NaN,6.370443576802109E-7
25,0.0017800000000000001,NaN,6.146243807124709E-7
25,0.0017900000000000001,NaN,5.922044037447309E-7
25,0.0018000000000000002,NaN,5.697844267769909E-7
25,0.0018100000000000002,NaN,5.473644498092509E-7
25,0.0018200000000000002,NaN,5.249444728415109E-7
25,0.0018300000000000002,NaN,5.02524495873771E-7
25,0.00184,NaN,4.801045189060315E-7
25,0.00185,NaN,4.576845419382915E-7
25,0.00186,NaN,4.3526456497055156E-7
25,0.0018700000000000001,NaN,4.1284458800281157E-7
25,0.0018800000000000002,NaN,3.9042461103507163E-7
25,0.0018900000000000002,NaN,3.6800463406733164E-7
25,0.0019000000000000002,NaN,3.455846570995916E-7
25,0.0019100000000000002,NaN,3.231646801318516E-7
25,0.0019200000000000003,NaN,3.0074470316411167E-7
25,0.00193,NaN,2.7832472619637216E-7
25,0.00194,NaN,2.598247762425404E-7
25,0.0019500000000000001,NaN,2.450411544690018E-7
25,0.0019600000000000004,NaN,2.3025753269546304E-7
25,0.00197,NaN,2.1547391092192512E-7
25,0.00198,NaN,2.0069028914838664E-7
25,0.00199,NaN,1.859066673748481E-7
25,0.002,NaN,1.711230456013096E-7
10,0,2.3628285608336013E-13,1.711171306051375E-7
10,1.0E-5,2.3628285618358903E-13,1.6958870401119546E-7
10,2.0E-5,2.3628291940927057E-13,7.040112352441039E-7
10,3.0000000000000004E-5,2.362833183128451E-13,4.19028220721564E-6
10,3.9999999999999996E-5,2.362847709662523E-13,1.7059208121548485E-5
10,5.0E-5,2.3628897102252243E-13,5.451551181446865E-5
10,6.000000000000001E-5,2.362986114247377E-13,1.407931316714629E-4
10,7.000000000000001E-5,2.3631857286360016E-13,3.202584170491871E-4
10,8.0E-5,2.363545514901949E-13,6.443868901799771E-4
10,9.0E-5,2.3641278734390237E-13,0.0011699902334606116
10,1.0E-4,2.365022553058465E-13,0.0019775852211168406
10,1.1E-4,2.3663073195505817E-13,0.003137321789818647
10,1.2000000000000002E-4,2.3680724786903255E-13,0.004729313853314792
10,1.3000000000000002E-4,2.3703419237645064E-13,0.006772927956726109
10,1.4000000000000001E-4,2.373177459776351E-13,0.009320373641795124
10,1.5000000000000001E-4,2.376635820014747E-13,0.012417282056055298
10,1.6E-4,2.3806126253373605E-13,0.015966854010679335
10,1.7E-4,2.385117046084592E-13,0.01996989324823001
10,1.8E-4,2.390182121510612E-13,0.024446279002746988
10,1.9E-4,2.3955877826535877E-13,0.029198409042008204
10,2.0E-4,2.401145227495285E-13,0.034058086344477774
10,2.1E-4,2.4068701196293673E-13,0.03903207489220282
10,2.2E-4,2.4124037160638E-13,0.043811826246931466
10,2.3E-4,2.417516381151691E-13,0.04820496364999283
10,2.4000000000000003E-4,2.4220748974861623E-13,0.05210333618506148
10,2.5E-4,2.4257714213334247E-13,0.05525028482397318
10,2.6000000000000003E-4,2.4284117331408305E-13,0.057495119769741906
10,2.7E-4,2.4299374030546776E-13,0.05879241898412069
10,2.8000000000000003E-4,2.4302042793171313E-13,0.05902807073548674
10,2.9E-4,2.429177719672377E-13,0.05817422986512628
10,3.0000000000000003E-4,2.427024199429949E-13,0.05635519440246925
10,3.1E-4,2.423678318110178E-13,0.05351129434029669
10,3.2E-4,2.419525539553085E-13,0.04997375137165697
10,3.3000000000000005E-4,2.414585240160323E-13,0.045746169027787255
10,3.4E-4,2.409168746825244E-13,0.04109122380445685
10,3.5000000000000005E-4,2.403508041455336E-13,0.03619222316073546
10,3.6E-4,2.3978185443719413E-13,0.031213710175141667
10,3.7000000000000005E-4,2.39230840507924E-13,0.026375975441352548
10,3.8E-4,2.38714995908793E-13,0.021816148794551717
10,3.9000000000000005E-4,2.38245467651643E-13,0.01764135935912441
10,4.0E-4,2.347602695867654E-13,0.013925935630072925
10,4.1000000000000005E-4,2.3746576044907713E-13,0.010689432746182486
10,4.2E-4,2.3715684410310224E-13,0.007912000935145944
10,4.3000000000000004E-4,2.3689762969570625E-13,0.0055732456967182336
10,4.4E-4,2.3668607184602447E-13,0.003659316817554696
10,4.5000000000000004E-4,2.365194744977243E-13,0.0021484808479593233
10,4.6E-4,2.3639593620228944E-13,0.0010255471534631327
10,4.7000000000000004E-4,2.3631457601687437E-13,2.840344477732842E-4
10,4.8000000000000007E-4,2.362756278938874E-13,-7.309516024897477E-5
10,4.900000000000001E-4,2.362819223536697E-13,-1.950374889419313E-5
10,5.0E-4,2.3633712452959453E-13,4.779483104272329E-4
10,5.1E-4,2.364464105033459E-13,0.0014655648240930687
10,5.200000000000001E-4,2.3661534868605187E-13,0.0029921426027164594
10,5.300000000000001E-4,2.3684890071327916E-13,0.005099616824193054
10,5.4E-4,2.3715015550095185E-13,0.007811505461320226
10,5.5E-4,2.3752107195017347E-13,0.011139034796324073
10,5.600000000000001E-4,2.379594327987876E-13,0.015055693361979402
10,5.700000000000001E-4,2.384604762642833E-13,0.01951093894911476
10,5.8E-4,2.3901457571783725E-13,0.024411720194026924
10,5.9E-4,2.3960921425102834E-13,0.029639437312110155
10,6.000000000000001E-4,2.4022792188229214E-13,0.035042795388886695
10,6.100000000000001E-4,2.4084604428136925E-13,0.04040609240791572
10,6.2E-4,2.414346531392491E-13,0.04548271681864693
10,6.3E-4,2.419847892215392E-13,0.05019642500533945
10,6.4E-4,2.4246080296524415E-13,0.05425403097671686
10,6.500000000000001E-4,2.4283268973233335E-13,0.05741469867516789
10,6.600000000000001E-4,2.4308598211627896E-13,0.05956562015198139
10,6.7E-4,2.4321456766790937E-13,0.060659004651471136
10,6.8E-4,2.4320183597137635E-13,0.06056008604209493
10,6.900000000000001E-4,2.4304568234149424E-13,0.05924546106682899
10,7.000000000000001E-4,2.427565068539592E-13,0.05681664124977577
10,7.1E-4,2.423515059562303E-13,0.05339669357842381
10,7.2E-4,2.4186195833946914E-13,0.049220578421306206
10,7.300000000000001E-4,2.4130598774768225E-13,0.044437982702477154
10,7.400000000000001E-4,2.4070066632750904E-13,0.03922038609715282
10,7.5E-4,2.4009840520562565E-13,0.03398868396047664
10,7.6E-4,2.3952656552141474E-13,0.028963202424203797
10,7.700000000000001E-4,2.389837821069535E-13,0.024102437547065182
10,7.800000000000001E-4,2.3850581270376756E-13,0.01971960340646101
10,7.9E-4,2.3805215882942755E-13,0.01593373632124284
10,8.0E-4,2.3767962318946914E-13,0.012607634175708272
10,8.100000000000001E-4,NaN,0.00974243357486499
10,8.200000000000001E-4,NaN,0.007452362064002901
10,8.300000000000001E-4,NaN,0.005515857841327996
10,8.4E-4,NaN,0.004036068354036678
10,8.500000000000001E-4,NaN,0.0028866727862571673
10,8.600000000000001E-4,NaN,0.0018057553838205151
10,8.700000000000001E-4,NaN,0.0011244377247338706
10,8.8E-4,NaN,4.431200656472329E-4
10,8.900000000000001E-4,NaN,2.0331178347456584E-5
10,9.000000000000001E-4,NaN,-3.400161328849352E-4
10,9.100000000000001E-4,NaN,-6.610346955259014E-4
10,9.2E-4,NaN,-8.925448070278504E-4
10,9.3E-4,NaN,-0.0010637108051719344
10,9.400000000000001E-4,NaN,-0.0011745326899581516
10,9.500000000000001E-4,NaN,-0.001225010461386501
10,9.600000000000001E-4,NaN,-0.0012517092973951083
10,9.7E-4,NaN,-0.0012434380782403727
10,9.800000000000002E-4,NaN,-0.0011919151513448566
10,9.9E-4,NaN,-0.0010971405167085628
10,0.001,NaN,-9.688618578127075E-4
10,0.00101,NaN,-9.059922497166459E-4
10,0.00102,NaN,-8.401169769699345E-4
10,0.00103,NaN,-7.71236039572574E-4
10,0.0010400000000000001,NaN,-6.993494375245636E-4
10,0.0010500000000000002,NaN,-6.24457170825904E-4
10,0.0010600000000000002,NaN,-5.46559239476595E-4
10,0.00107,NaN,-4.656556434766383E-4
10,0.00108,NaN,-3.817463828260304E-4
10,0.00109,NaN,-2.94831457524773E-4
10,0.0011,NaN,-2.596655831166533E-4
10,0.00111,NaN,-2.435514415968583E-4
10,0.0011200000000000001,NaN,-2.2743730007706325E-4
10,0.0011300000000000001,NaN,-2.113231585572683E-4
10,0.0011400000000000002,NaN,-1.9520901703747325E-4
10,0.0011500000000000002,NaN,-1.7909487551767827E-4
10,0.00116,NaN,-1.629807339978836E-4
10,0.00117,NaN,-1.4686659247808862E-4
10,0.00118,NaN,-1.3075245095829356E-4
10,0.00119,NaN,-1.1463830943849858E-4
10,0.0012000000000000001,NaN,-9.852416791870358E-5
10,0.0012100000000000001,NaN,-8.241002639890858E-5
10,0.0012200000000000002,NaN,-6.629588487911356E-5
10,0.0012300000000000002,NaN,-5.018174335931855E-5
10,0.00124,NaN,-3.406760183952389E-5
10,0.00125,NaN,-1.7953460319728887E-5
10,0.00126,NaN,-1.8393187999338869E-6
10,0.00127,NaN,1.4274822719861124E-5
10,0.00128,NaN,3.0203228732038835E-5
10,0.0012900000000000001,NaN,2.9791447187813008E-5
10,0.0013000000000000002,NaN,2.9379665643587184E-5
10,0.0013100000000000002,NaN,2.8967884099361363E-5
10,0.0013200000000000002,NaN,2.855610255513554E-5
10,0.00133,NaN,2.814432101090972E-5
10,0.00134,NaN,2.7732539466683898E-5
10,0.00135,NaN,2.7320757922458074E-5
10,0.00136,NaN,2.690897637823225E-5
10,0.0013700000000000001,NaN,2.6497194834006425E-5
10,0.0013800000000000002,NaN,2.6085413289780598E-5
10,0.0013900000000000002,NaN,2.5673631745554774E-5
10,0.0014000000000000002,NaN,2.526185020132895E-5
10,0.00141,NaN,2.4850068657103136E-5
10,0.00142,NaN,2.4438287112877312E-5
10,0.00143,NaN,2.4026505568651488E-5
10,0.00144,NaN,2.361472402442566E-5
10,0.0014500000000000001,NaN,2.320294248019984E-5
10,0.0014600000000000001,NaN,2.2791160935974012E-5
10,0.0014700000000000002,NaN,2.226445738084678E-5
10,0.0014800000000000002,NaN,2.144879851740535E-5
10,0.0014900000000000002,NaN,2.0633139653963924E-5
10,0.0015,NaN,1.9817480790522514E-5
10,0.00151,NaN,1.9001821927081083E-5
10,0.00152,NaN,1.8186163063639656E-5
10,0.0015300000000000001,NaN,1.7370504200198226E-5
10,0.0015400000000000001,NaN,1.65548453367568E-5
10,0.0015500000000000002,NaN,1.5739186473315372E-5
10,0.0015600000000000002,NaN,1.4923527609873945E-5
10,0.0015700000000000002,NaN,1.4107868746432516E-5
10,0.00158,NaN,1.3292209882991106E-5
10,0.00159,NaN,1.2476551019549679E-5
10,0.0016,NaN,1.166089215610825E-5
10,0.00161,NaN,1.0845233292666822E-5
10,0.0016200000000000001,NaN,1.0029574429225393E-5
10,0.0016300000000000002,NaN,9.213915565783964E-6
10,0.0016400000000000002,NaN,8.398256702342537E-6
10,0.0016500000000000002,NaN,7.582597838901108E-6
10,0.0016600000000000002,NaN,6.7669389754596805E-6
10,0.00167,NaN,6.1127767565284614E-6
10,0.00168,NaN,5.864675242070837E-6
10,0.00169,NaN,5.6165737276132136E-6
10,0.0017000000000000001,NaN,5.368472213155589E-6
10,0.0017100000000000001,NaN,5.120370698697964E-6
10,0.0017200000000000002,NaN,4.87226918424034E-6
10,0.0017300000000000002,NaN,4.624167669782714E-6
10,0.0017400000000000002,NaN,4.376066155325091E-6
10,0.00175,NaN,4.1279646408674725E-6
10,0.00176,NaN,3.879863126409847E-6
10,0.00177,NaN,3.631761611952223E-6
10,0.0017800000000000001,NaN,3.3836600974945994E-6
10,0.0017900000000000001,NaN,3.135558583036975E-6
10,0.0018000000000000002,NaN,2.8874570685793506E-6
10,0.0018100000000000002,NaN,2.6393555541217267E-6
10,0.0018200000000000002,NaN,2.3912540396641023E-6
10,0.0018300000000000002,NaN,2.1431525252064775E-6
10,0.00184,NaN,1.8950510107488589E-6
10,0.00185,NaN,1.6469494962912345E-6
10,0.00186,NaN,1.3988479818336102E-6
10,0.0018700000000000001,NaN,1.2078657826565292E-6
10,0.0018800000000000002,NaN,1.1605021055373779E-6
10,0.0018900000000000002,NaN,1.1131384284182266E-6
10,0.0019000000000000002,NaN,1.0657747512990753E-6
10,0.0019100000000000002,NaN,1.0184110741799242E-6
10,0.0019200000000000003,NaN,9.71047397060773E-7
10,0.00193,NaN,9.236837199416228E-7
10,0.00194,NaN,8.763200428224716E-7
10,0.0019500000000000001,NaN,8.289563657033204E-7
10,0.0019600000000000004,NaN,7.81592688584168E-7
10,0.00197,NaN,7.34229011465019E-7
10,0.00198,NaN,6.868653343458678E-7
10,0.00199,NaN,6.395016572267166E-7
10,0.002,NaN,5.921379801075653E-7
