# overetch,thickness,offset,sensitivity
0.253078844641913,30.0520325554777,-0.0234973139913642,0.00443490084095022
0.26462330522459,30.4037349404521,-0.0302857702306157,0.00449805975683273
0.313065952303103,30.0108498575734,-0.0750066900157175,0.00452935744219263
0.286155047532094,30.0120893434205,-0.0442549484995689,0.00446996252525425
0.313938451883587,30.1009490825253,0.0375016390748571,0.00454054036373419
0.207438220738879,30.4052579794191,-0.0359180769313596,0.00447796429036784
0.317835179644177,29.9886866603653,-0.132818270381211,0.00457822833471269
0.342692881311991,29.6778767995928,0.0854753436006749,0.00457537395150015
0.319517269822448,29.8469680950492,0.0510345960719161,0.00452078133474762
0.327445787147033,29.8097465356907,-0.183154128411246,0.004629982570897
0.286396624451481,30.1996178011479,0.00338496422622675,0.00449527251266813
0.286433634813354,30.0690061479675,0.0421017278809499,0.00448777893392038
0.33929543179158,30.1001639054987,0.0690071211521355,0.0046191442934849
0.222988998051502,30.0423107434633,0.00787758623280366,0.00442177002141356
0.352564618219242,30.17036964848,0.245247074789901,0.00491036429445728
0.267443044535423,30.0998156768289,0.000106985326949928,0.00445535146163564
0.34571667477578,30.2890826592082,0.268159913258926,0.00496337632185574
0.324638610322453,30.2960139067179,-0.0982826051382776,0.0046117248588757
0.269866723610815,30.3180891583258,0.121762697619866,0.00457081111029545
0.28341907569528,29.8327654606942,-0.0170891873946421,0.00443521623876556
0.376740774996621,30.2576908151693,0.174165811620822,0.00487403208192826
0.313513688357093,29.6189074023157,0.0582404343083048,0.00447727617156407
0.330167189034498,29.9380455880599,-0.093924819321044,0.00456753760586362
0.269543313441289,30.1026961136638,0.00896575376926561,0.00445945376373474
0.373471338385404,30.0896869329095,-0.0848037120554982,0.00471513399610987
0.331279616215488,29.8887614369709,0.0427917340570855,0.00455115870314304
0.225900777740725,29.9867482590403,-0.108362403069169,0.00445817852244237
0.24351679730931,30.0245949265656,0.150778399635616,0.00454914546665322
0.286082011761299,30.4016439703849,0.0504770877780017,0.00454121055220727
0.29270367632134,30.2612889001939,-0.203999514264935,0.00467067866768281
0.350924051651182,29.8666447830648,-0.077487704880877,0.00460362537634415
0.307232512935802,30.3285233177089,0.029205595203951,0.0045576883996761
0.235000608997661,29.8344354279496,-0.0476334640985535,0.00439826869088972
0.338625488870982,29.6895460981665,0.0874189933667797,0.00456769317192637
0.315209811386943,30.0404271227653,-0.177919403337523,0.00463336333805184
0.253934319484721,29.9213414548444,-0.213548794705065,0.00460438189666673
0.301442153481541,29.9405969533422,0.0115927945886294,0.00448336777147013
0.275877244173758,30.054828234395,0.102015283215145,0.00451578778250575
0.292344067733786,30.5275856835354,0.0742425973195154,0.00458546483579669
0.323655159521564,29.9294986182265,0.181502423646718,0.00468146340721437
0.259829864608399,29.6252909971334,0.0783126342759104,0.00441352871866516
0.379803647256266,30.0481464626775,-0.353021600886048,0.00515188020832628
0.304894040825659,29.7905285121412,0.112214073613298,0.00453021215450458
0.372245255712755,29.7225328422837,0.161068557856404,0.00475395663787553
0.29177092772059,29.8027157831843,-0.0131358623390216,0.00444340143891706
0.323532434540321,30.34102116738,-0.180304516394382,0.00470000347659197
0.26994901680513,30.0031222441899,0.0849803451562513,0.00448526475964756
0.222479234604076,29.9087781256989,-0.0867553319135137,0.0044282696774807
0.278117899598843,30.2549218860616,0.112798934702992,0.00456010435887208
0.271738861971279,29.4705057382225,-0.026561131974145,0.00436711049158203
0.334038235218535,30.5438267856639,0.0263480748566289,0.00465160853476213
0.251743675537703,30.0025807929623,0.00401369615453238,0.00442718573333414
0.226478644723012,29.6961314284893,-0.0774657465831154,0.00439057993968459
0.242872383189391,30.2092345917513,0.0265947200258105,0.00445774835710136
0.407203033517387,29.8521158050985,-0.176507570348466,0.00488557002481278
0.226982780197344,30.4199544183733,0.163210214478532,0.00462842800420368
0.357924973133836,29.8779274289541,-0.0479823325471387,0.004616260833049
0.225370113517358,30.2385283875283,0.0346688435429392,0.00445948739062016
0.181123697356734,29.8694497228814,-0.0332080702392676,0.00441345274025276
0.316809817090869,30.0317667503952,-0.0392502415917771,0.00452802208478112
0.245988952367706,29.5381403667347,0.16063481770223,0.00449184313235196
0.179323722374887,29.8783507989413,-0.00626580405223814,0.00441354276429351
0.297606984557762,29.7810810098285,0.0837747383268847,0.00448941346762577
0.284401514440736,29.9347072582315,-0.0844902068537155,0.00447355496098095
0.272202079916344,29.9180176574301,0.186065284907092,0.00460956973480939
0.355238530459497,30.0525983652287,-0.097811075792362,0.00465653169743568
0.292337646895163,29.8668380682082,-0.0851213446082351,0.00447555287120124
0.325588639231146,30.0063468109166,-0.121457323082594,0.00458755775958969
0.286979629653391,30.0565643094793,-0.0122443188807059,0.00447369898289976
0.27826536670909,29.7728532058007,0.141003074001599,0.00452223861534826
0.259467671025053,29.8511427936827,0.0330313752110954,0.00441915703545309
0.263652198690825,30.1685748076587,0.12812846553577,0.00455042528979896
0.311963887478228,29.7403683346451,0.189747864194875,0.00464235129994028
0.311910822377323,30.0644470789774,-0.0459939166115675,0.00452405499923292
0.2542214100881,30.483916224073,-0.106475714624011,0.00454033074080862
0.279658616112267,29.9552386756492,-0.10891298288335,0.00448804076714371
0.226350754500053,30.1351360675964,0.0318591261736807,0.00444315880735033
0.305813130540324,30.11478415911,-0.107952071780241,0.00455184495714653
0.318789710100492,30.1877219298583,-0.148746448651445,0.00462719303045162
0.225066652783907,29.8664977291469,-0.0353188944947437,0.00439716741771454
0.343765505131193,30.524636654765,0.159095554914844,0.00479017959178277
0.329114692936597,29.5416600384288,0.000540357527977532,0.00448095697501605
0.306361174420621,30.2469628489565,-0.0804058159738996,0.00455439882274131
0.282660083806414,29.9675154277282,5.65950856164185E-05,0.00445482768864985
0.220378528539539,30.1985718957991,0.0650275552545618,0.00447162960906206
0.331850061871932,30.3574296571069,-0.024839577236233,0.00461113895829771
0.308197256266041,29.7912621637036,-0.279512125999976,0.00476864241123673
0.370676476468058,29.9953693006806,0.199656427511588,0.0048507439692289
0.37194938978254,29.4833277687387,-0.160785033289831,0.00467444650472798
0.323527688728952,29.9923703610891,0.0681852023393372,0.00456223107425866
0.278498545687377,29.9742131181191,-0.107454721318911,0.0044882389383602
0.226368995317164,30.2229252495025,-0.190774695814396,0.00460751612552535
0.24391349322241,30.1443723055298,-0.00374088732322835,0.00444214892427064
0.340420588262081,29.9689666099868,0.219163532327722,0.004793216441507
0.361677395816039,29.3312142852718,-0.0694945966820049,0.00455036140702642
0.305848671562524,30.0410689259626,-0.0111688980393093,0.00450416373303036
0.379852424112617,29.9533717871423,0.0497441621621053,0.00471626750735832
0.297602201673903,29.9797858736875,0.18959415092111,0.00465550064699494
0.203247088113645,29.9907915550038,0.0382880941245342,0.00442731469554442
0.300233192274349,29.7769353526899,0.0433893519004779,0.00446746026044784
0.282343244585655,29.668009727997,-0.0953905300826685,0.00443807101090785
0.309801970260023,30.0275431320735,-0.151666034892843,0.00458821298158624
0.34914895224363,29.671436295049,-0.105891025258813,0.00458484453012686
0.259921137182377,30.1794792513637,-0.103218108401004,0.00449646111775762
0.33877719831927,30.3292370016268,-0.22706223047105,0.00480555998641288
0.349802812138317,30.049678029221,0.0178919115931355,0.00461809581953696
0.26425923376936,30.4137386962426,-0.0943789915422904,0.00452818347387043
0.279746616269275,30.0605384443376,0.172145271317878,0.00461480957617369
0.329252585212769,29.6927253367864,0.071112378311963,0.00453223211664697
0.272585140486112,30.3106372869584,-0.021904107448204,0.00449214026741432
0.273283205968593,30.2598783906823,-0.0126691348638207,0.00448509008341549
0.321794564048621,29.8707091601937,-0.0432282377065984,0.00451573986569467
0.251449359567708,30.1652144595629,0.207363742337308,0.00467763657127995
0.345678780218316,29.70333536211,0.179972679476179,0.00469690921296861
0.266158883676013,29.9337930852498,-0.00152338859577895,0.00442923619301069
0.277123766797525,30.2902453151027,0.130966523996812,0.00458609432526078
0.227427364618595,30.2789034556138,0.00550049358212291,0.00445681150173821
0.322660202001329,29.7888613282173,0.118650955376724,0.00457299219957674
0.391582710495445,30.0724241063197,0.225955215575231,0.00498552412357478
0.325917893823218,29.9273410796048,0.0215797912313643,0.00453591465141653
0.210158879686874,30.2308875101864,0.146251496778664,0.00457586647327324
0.303288391662144,30.3366467148371,-0.0158010813407695,0.00454350168501305
0.231135544397727,29.8911242535605,-0.161329528473227,0.00450805408995295
0.299205532612809,29.9455889184013,-0.187990212385208,0.00460573847355236
0.284803128043652,30.2070293356715,-0.237773162426268,0.00471609860038488
