# overetch,offset,thickness,sensitivity 
0.287806,0.015418,29.930310,0.004384
0.332145,-0.083182,29.853849,0.004463
0.306137,-0.097000,29.951902,0.004439
0.296219,0.074872,30.154783,0.004457
0.267580,0.051699,30.109520,0.004405
0.341484,-0.155445,30.080282,0.004579
0.288410,0.021580,30.098255,0.004410
0.312559,0.050542,29.552544,0.004379
0.251396,0.172447,30.016557,0.004531
0.241419,0.020659,30.112186,0.004381
0.275327,0.071462,29.878910,0.004392
0.292674,-0.335974,30.098684,0.004903
0.373398,-0.009443,29.837879,0.004552
0.231358,0.008954,29.945307,0.004354
0.235335,-0.007878,30.262857,0.004397
0.343853,0.069521,29.750204,0.004483
0.256692,0.151482,29.912260,0.004480
0.333516,0.057688,29.677494,0.004442
0.304626,-0.081279,29.859748,0.004413
0.247489,-0.104377,29.976161,0.004401
0.326615,0.371553,30.021246,0.005122
0.331282,0.305659,30.026714,0.004908
0.295278,-0.027007,30.190030,0.004428
0.288442,0.011106,29.711915,0.004352
0.297303,0.005408,30.253131,0.004440
0.309304,0.051483,30.100154,0.004453
0.325200,0.048326,29.940779,0.004457
0.308730,-0.135081,30.392168,0.004541
0.363004,-0.010245,30.210404,0.004575
0.246295,-0.120361,29.961329,0.004414
0.226176,0.027209,30.130159,0.004387
0.352321,0.141647,29.920302,0.004599
0.275491,-0.093297,29.845758,0.004386
0.380881,0.018791,29.498832,0.004530
0.379761,-0.117169,30.109511,0.004652
0.319105,0.082555,29.675316,0.004429
0.324146,-0.025443,29.542756,0.004383
0.351648,0.019385,29.796952,0.004487
0.323208,0.046287,29.700662,0.004418
0.396885,0.106453,30.465140,0.004785
0.378224,0.101265,29.899544,0.004628
0.217477,0.142513,30.240310,0.004523
0.192670,-0.062034,29.924976,0.004386
0.221075,-0.027952,29.642773,0.004313
0.339182,0.008388,30.014999,0.004485
0.296876,-0.173973,29.838220,0.004493
0.343170,0.129027,30.165675,0.004598
0.370982,0.035699,30.067562,0.004588
0.269236,0.272089,30.292584,0.004809
0.196820,0.009162,30.217233,0.004410
0.339231,0.041948,30.400629,0.004552
0.352931,0.115507,30.313316,0.004629
0.271107,0.086653,29.924612,0.004408
0.281403,0.093945,29.927235,0.004424
0.329904,-0.063715,30.087867,0.004483
0.309974,0.085618,29.535554,0.004396
0.254237,0.027476,30.130766,0.004389
0.358124,0.053553,29.848468,0.004525
0.253162,0.116908,30.206048,0.004472
0.331744,0.030219,29.928403,0.004461
0.260977,0.131230,29.795283,0.004434
0.273867,-0.105555,30.118669,0.004434
0.213166,0.058975,30.094396,0.004405
0.272625,-0.057337,29.905687,0.004371
0.299586,0.114740,29.985243,0.004474
0.184023,-0.105373,30.079081,0.004456
0.290750,0.040278,29.926500,0.004396
0.257005,0.001374,29.978824,0.004363
0.273196,0.075788,29.672623,0.004364
0.362592,-0.014078,30.342157,0.004593
0.278657,-0.199667,30.147650,0.004565
0.323237,0.070245,30.242898,0.004510
0.351470,0.053706,29.607364,0.004472
0.297153,-0.059052,30.073594,0.004422
0.358656,0.025911,30.010445,0.004539
0.221960,-0.013813,29.904070,0.004349
0.296687,0.127096,29.953385,0.004481
0.282390,0.000208,29.700179,0.004342
0.294560,0.042180,29.956132,0.004406
0.375976,-0.219563,29.845109,0.004722
0.358448,0.155128,29.786408,0.004613
0.399948,-0.352309,30.045321,0.005118
0.316087,-0.162086,30.030880,0.004531
0.363105,0.010204,30.112484,0.004563
0.271583,0.160984,30.090966,0.004527
0.254158,0.021891,30.028751,0.004373
0.353611,-0.054365,29.775080,0.004490
0.268324,0.237138,30.164140,0.004694
0.206016,-0.061876,29.977610,0.004382
0.260940,-0.042426,30.055164,0.004379
0.215417,0.135456,30.066387,0.004488
0.178585,0.140723,29.960765,0.004526
0.303431,0.142340,30.012241,0.004518
0.371977,0.037604,29.479400,0.004504
0.426050,0.339244,30.035463,0.005271
0.269828,-0.007444,29.980188,0.004370
0.307211,0.109758,30.285083,0.004523
0.334091,-0.058794,29.988003,0.004475
0.324673,-0.079718,30.187639,0.004494
0.404400,0.272941,30.197138,0.005040
0.338014,0.001868,30.419884,0.004540
0.259576,-0.103828,30.310223,0.004451
0.292047,-0.034084,29.392709,0.004311
0.296526,0.058655,30.170779,0.004448
0.323568,-0.146583,30.127491,0.004540
0.277305,0.041372,30.147784,0.004413
0.330567,-0.228891,30.135965,0.004676
0.270921,0.191782,30.087082,0.004582
0.298270,0.019355,30.386801,0.004463
0.228374,0.191375,29.974907,0.004570
0.295702,0.141332,30.232836,0.004539
0.334354,-0.033203,29.888381,0.004455
0.339963,-0.162415,30.146654,0.004594
0.359189,-0.158958,29.771595,0.004581
0.278051,-0.033809,30.166483,0.004406
0.282739,0.036497,29.979564,0.004392
0.339254,0.254386,30.029820,0.004787
0.324158,-0.154767,30.140117,0.004552
0.295662,0.080029,29.891808,0.004422
0.329498,0.035812,29.853198,0.004448
0.347691,0.052631,30.199107,0.004548
0.314930,0.155869,30.218266,0.004584
0.360453,-0.048151,30.107390,0.004556
0.317673,0.067880,30.173286,0.004488
0.306200,-0.011771,29.898866,0.004401
0.332157,0.180878,29.711185,0.004579
0.322951,0.043278,29.893566,0.004443
0.354470,-0.097587,30.175041,0.004572
0.295398,-0.022108,29.535370,0.004334
0.316790,0.046892,30.069654,0.004459
0.298521,-0.127685,30.386148,0.004518
0.296827,0.160830,29.840193,0.004511
0.297325,0.318042,29.956718,0.004904
0.284866,0.091438,29.991150,0.004434
0.309464,0.255950,30.502615,0.004819
0.344265,-0.046400,29.697772,0.004453
0.338311,0.168528,29.834223,0.004591
0.327443,0.037661,29.820320,0.004439
0.234319,-0.051983,30.041980,0.004374
0.242331,0.042983,29.595069,0.004317
0.285166,0.012024,29.810072,0.004363
0.368569,-0.257991,30.531444,0.004877
0.233038,-0.126150,29.876549,0.004410
0.419827,-0.043786,30.305969,0.004800
0.387356,0.016079,30.207626,0.004657
0.275293,-0.277737,30.146873,0.004737
0.302913,-0.217198,30.135128,0.004615
0.285808,0.018584,29.790531,0.004362
0.357430,-0.080275,29.909977,0.004531
0.274638,0.154677,29.884821,0.004489
0.358284,0.001008,29.878474,0.004513
0.228403,0.157603,29.847094,0.004485
0.344873,-0.020465,30.127359,0.004513
0.355121,0.043640,30.057665,0.004543
0.359639,0.172396,29.857774,0.004651
0.266394,-0.196958,30.038797,0.004539
0.310902,-0.121691,29.864725,0.004454
0.323549,0.117986,30.037212,0.004524
0.280225,0.028426,29.654157,0.004340
0.229490,0.070334,30.062158,0.004403
0.258765,0.042405,30.363313,0.004431
0.280784,0.105739,30.009360,0.004447
0.399379,0.115182,30.084179,0.004745
0.285007,0.167779,29.765838,0.004500
0.216854,0.116673,30.174750,0.004475
0.248956,0.246540,29.969306,0.004693
0.298562,-0.121732,30.275137,0.004496
0.306346,0.061819,29.961392,0.004434
0.325731,-0.109815,30.278835,0.004530
0.305184,0.011426,29.942304,0.004408
0.296300,-0.430669,30.518118,0.005342
0.287326,-0.047350,30.057501,0.004403
0.215892,-0.099249,30.151878,0.004428
0.409980,0.257681,30.142738,0.005018
0.269534,-0.027942,29.696661,0.004331
0.317926,-0.047063,30.204221,0.004470
0.259029,0.075829,30.102089,0.004417
0.318669,0.062834,29.813692,0.004435
0.275841,-0.278479,30.024206,0.004720
0.389864,0.089818,30.295938,0.004718
0.339684,0.000696,30.365840,0.004536
0.195007,-0.009934,30.331810,0.004426
0.406798,-0.157999,29.975644,0.004766
0.320230,0.049742,29.797206,0.004428
0.270558,-0.137902,30.049931,0.004455
0.270155,0.089412,30.170628,0.004445
0.333288,-0.153511,29.819061,0.004521
0.217037,-0.226045,29.712822,0.004573
0.311521,-0.094991,29.641698,0.004401
0.194959,-0.033146,29.832258,0.004358
0.188270,0.143863,30.046365,0.004529
0.299462,-0.060205,29.436146,0.004335
0.399185,0.126979,29.695142,0.004696
0.301167,-0.107646,29.757946,0.004412
0.258564,-0.028422,30.415152,0.004426
0.314738,0.198151,29.718848,0.004580
0.289253,0.062497,30.067761,0.004426
0.226961,0.009090,29.509752,0.004293
0.336690,-0.071701,30.021595,0.004492
0.299394,0.047064,29.955903,0.004414
0.316498,0.146261,29.990652,0.004540
0.174251,0.072832,30.073504,0.004455
0.383626,0.279801,30.019719,0.004957
0.293306,0.008725,30.069074,0.004409
0.381108,0.174752,29.917206,0.004728
0.306117,-0.132096,29.918449,0.004465
0.283089,0.049554,29.978959,0.004399
0.356826,-0.128067,30.589904,0.004664
0.331200,0.195975,29.985127,0.004644
0.342700,-0.045573,30.586677,0.004578
0.306696,-0.073962,30.209672,0.004463
0.303386,0.056546,29.723375,0.004392
0.291763,-0.159823,30.103826,0.004507
0.309112,-0.018220,30.363157,0.004472
0.253746,-0.059390,29.853628,0.004354
0.300875,0.079487,29.690531,0.004400
0.303844,0.017125,29.860276,0.004396
0.377856,0.081834,29.840717,0.004602
0.324475,0.116475,30.175180,0.004544
0.318193,0.079422,30.081120,0.004484
0.224331,0.103724,30.562750,0.004510
0.291533,0.265887,30.204747,0.004784
0.273701,-0.033046,30.280770,0.004418
0.242733,0.020262,30.058944,0.004374
0.230393,0.053797,30.097567,0.004395
0.352175,0.232667,29.595185,0.004700
0.356033,-0.058794,29.951304,0.004524
0.275527,0.079695,29.392372,0.004329
0.187812,0.061847,30.278511,0.004456
0.345715,-0.112352,29.963743,0.004530
0.325535,0.116798,30.436605,0.004585
0.376641,-0.067470,29.809066,0.004568
0.288062,-0.061026,29.895775,0.004386
0.343809,-0.004621,29.667167,0.004444
0.257333,0.015956,30.070108,0.004379
0.282190,0.089803,29.975926,0.004427
0.293743,0.255064,30.009302,0.004726
0.322777,0.065860,30.005029,0.004472
0.344321,0.020480,29.912281,0.004485
0.351280,-0.080760,30.378082,0.004584
0.225702,-0.021400,30.031520,0.004366
0.283801,0.166698,29.940914,0.004523
0.431041,0.165360,29.596452,0.004860
0.354076,-0.189664,29.873992,0.004622
0.243258,0.028899,29.774686,0.004336
0.357671,-0.015800,30.045519,0.004535
0.354038,0.237001,29.698169,0.004729
0.306965,-0.217595,30.501036,0.004675
0.244361,-0.092670,29.724313,0.004354
0.243015,0.182525,30.167846,0.004573
0.303579,0.101371,29.618559,0.004413
0.250144,0.008624,30.003337,0.004365
0.285401,-0.097274,30.250574,0.004456
0.259208,-0.004282,30.039711,0.004372
0.230873,-0.085515,30.194521,0.004416
0.215592,0.048256,30.053618,0.004390
0.303392,0.081112,29.793818,0.004420
0.352422,0.020820,29.778970,0.004487
0.278050,0.179323,30.093018,0.004563
0.268637,-0.095768,30.044746,0.004411
0.256331,-0.071157,29.667902,0.004335
0.301769,-0.144166,29.796457,0.004455
0.320974,-0.073678,30.019298,0.004460
0.198300,0.156072,29.810566,0.004503
0.357431,-0.035144,29.848435,0.004507
0.320523,-0.232566,30.057532,0.004655
0.398497,-0.136903,29.827242,0.004692
0.328851,-0.009847,29.820461,0.004432
0.254705,0.054099,30.192835,0.004412
0.302610,0.034141,29.951027,0.004413
0.289506,0.153515,29.943721,0.004507
0.355732,-0.006272,30.059058,0.004532
0.330009,-0.135585,29.912425,0.004509
0.282544,-0.119118,30.163820,0.004460
0.419007,-0.146464,30.039029,0.004814
0.302669,0.019229,29.980157,0.004412
0.310035,-0.174260,29.871868,0.004515
0.336473,0.179356,29.926976,0.004618
0.271741,-0.198095,30.247899,0.004574
0.321237,0.128554,29.697450,0.004482
0.256369,0.040193,29.835505,0.004354
0.283677,0.137547,29.684034,0.004441
0.329383,0.049357,30.152015,0.004497
0.351056,-0.006570,29.976920,0.004507
0.218550,-0.130108,30.540067,0.004517
0.300408,-0.180016,30.176036,0.004556
0.206868,-0.164636,30.009168,0.004502
0.296153,-0.117203,30.020629,0.004452
0.293212,-0.078832,30.119137,0.004433
0.346976,-0.007511,30.372751,0.004554
0.258631,0.076211,29.882303,0.004385
0.302054,0.117283,30.507551,0.004556
0.357642,0.200586,30.148277,0.004737
0.386265,-0.153603,29.985533,0.004688
0.358798,-0.138171,29.728519,0.004551
0.336144,0.033764,29.980972,0.004480
0.312838,-0.047461,30.059521,0.004440
0.435948,0.155694,30.182271,0.004964
0.324779,0.138013,30.138952,0.004565
0.252893,0.139697,30.153882,0.004496
0.342005,0.096382,29.717741,0.004495
0.294450,-0.086605,29.698194,0.004380
0.313953,0.033002,30.148176,0.004459
0.320665,0.073395,30.030628,0.004477
0.244962,0.077422,30.074721,0.004410
0.340249,0.013277,29.860397,0.004466
0.333902,0.020981,30.516883,0.004548
0.195320,-0.017720,30.080188,0.004391
0.330172,-0.094537,29.798994,0.004458
0.253858,0.124669,29.962740,0.004447
0.294443,-0.067296,30.326998,0.004458
0.342667,-0.350156,30.024332,0.004975
0.345984,-0.037153,30.567327,0.004582
0.349600,0.094700,29.821408,0.004528
0.326580,-0.250389,29.995612,0.004691
0.277168,-0.177674,29.884493,0.004489
0.361620,0.049399,29.825564,0.004530
0.301434,0.080762,30.667350,0.004542
0.370653,0.092986,29.638927,0.004558
0.297462,0.040908,29.818928,0.004389
0.309931,0.037812,29.665945,0.004385
0.261503,-0.030107,29.681269,0.004324
0.278011,-0.103864,30.015736,0.004421
0.219488,-0.134061,30.223735,0.004476
0.261132,0.028886,30.304266,0.004418
0.209592,-0.043055,29.917643,0.004362
0.220092,-0.076340,30.258847,0.004422
0.239192,-0.101777,29.831781,0.004377
0.240324,-0.037261,29.897859,0.004349
0.295312,0.000337,29.997791,0.004400
0.371299,-0.193967,29.774066,0.004659
0.245280,0.167452,29.787489,0.004488
0.388080,0.141064,29.774469,0.004684
0.253576,-0.041165,29.903738,0.004354
0.321670,-0.052917,30.118454,0.004467
0.299961,0.013192,30.135664,0.004428
0.308710,0.083994,29.920195,0.004448
0.266789,-0.126085,30.304128,0.004476
0.282856,-0.072232,30.126765,0.004419
0.264108,-0.030403,30.291502,0.004412
0.319863,-0.058593,30.023073,0.004451
0.395635,-0.136585,29.682641,0.004659
0.360644,0.187956,30.073497,0.004711
0.318393,-0.081163,29.796876,0.004427
0.275224,-0.104807,29.781384,0.004386
0.236420,0.001734,30.439094,0.004423
0.381238,0.130982,29.804421,0.004654
0.201477,0.000315,29.973273,0.004370
0.354496,0.001664,29.739491,0.004482
0.312905,0.188787,30.043503,0.004609
0.378276,-0.010179,30.423503,0.004654
0.291143,0.003107,30.209631,0.004425
0.253724,0.152540,29.856311,0.004473
0.306087,0.029255,30.415074,0.004482
0.276989,0.110790,30.320165,0.004494
0.341262,0.126373,29.984141,0.004563
0.178737,-0.095127,29.581580,0.004381
0.398852,0.090811,30.030030,0.004712
0.336676,-0.078780,29.700981,0.004448
0.344297,0.158314,29.699615,0.004569
0.286801,-0.055657,30.017355,0.004400
0.342531,-0.197732,29.676857,0.004578
0.328779,-0.112317,29.809154,0.004470
0.266688,-0.139566,29.637940,0.004395
0.280952,0.040764,30.019739,0.004398
0.288774,0.059122,29.744251,0.004377
0.300938,-0.162583,30.247570,0.004542
0.230166,0.061869,29.875979,0.004369
0.287967,-0.032173,30.257196,0.004429
0.235073,-0.219121,30.309511,0.004630
0.334965,0.018931,30.133361,0.004495
0.179610,-0.117148,30.141571,0.004485
0.313082,0.132306,29.701545,0.004474
0.245900,-0.092992,30.362850,0.004446
0.278170,0.116285,29.863157,0.004435
0.280356,-0.061032,29.725207,0.004354
0.325551,0.222676,29.695785,0.004642
0.298246,0.182128,30.507513,0.004647
0.229867,-0.059523,29.802292,0.004344
0.257476,-0.131590,29.927636,0.004424
0.250967,0.026310,29.984018,0.004367
0.378140,0.124847,29.783168,0.004634
0.253464,0.086024,30.267218,0.004447
0.300380,-0.031362,29.991932,0.004407
0.332271,0.018103,29.955423,0.004463
0.316916,0.140619,30.363268,0.004588
0.270103,0.108513,30.173538,0.004465
0.285698,0.016074,30.375525,0.004445
0.298000,-0.139917,29.835536,0.004451
0.262838,-0.035099,29.527201,0.004304
0.347178,-0.148852,30.298138,0.004617
0.360691,-0.008835,29.998183,0.004537
0.269505,-0.053037,29.775734,0.004349
0.272255,-0.042640,30.053070,0.004387
0.268427,0.019134,30.635318,0.004466
0.391793,0.160556,29.631752,0.004700
0.389664,0.055550,30.309406,0.004696
0.330516,0.179926,30.272497,0.004658
0.274610,-0.020389,30.024014,0.004381
0.281898,-0.167715,30.025210,0.004498
0.206816,0.017858,30.071662,0.004384
0.272139,0.069204,30.072635,0.004415
0.337251,-0.200336,29.391000,0.004528
0.214107,0.084793,29.342697,0.004319
0.252358,0.009164,29.938586,0.004356
0.237143,0.014789,29.951259,0.004356
0.301924,-0.035293,29.984230,0.004409
0.338582,-0.194990,29.976546,0.004610
0.244913,-0.043528,30.167247,0.004390
0.285815,-0.271648,29.881757,0.004683
0.352038,0.181409,29.595656,0.004606
0.205709,-0.062039,30.100590,0.004399
0.287842,0.024831,29.785251,0.004366
0.264348,0.059459,29.805785,0.004365
0.330124,-0.010268,30.200688,0.004489
0.244527,-0.052499,29.952394,0.004362
0.323195,0.016414,30.068388,0.004459
0.367091,-0.028719,29.717765,0.004515
0.291985,0.082227,29.901990,0.004421
0.365536,0.211045,30.009026,0.004755
0.281163,-0.151421,30.437964,0.004535
0.346440,-0.037764,30.059343,0.004509
0.274113,-0.047396,29.774577,0.004350
0.318138,-0.219357,29.748570,0.004581
0.342021,-0.073299,29.812400,0.004474
0.275089,-0.145945,29.992717,0.004459
0.275679,0.006854,30.428741,0.004440
0.347679,-0.031891,29.846381,0.004480
0.385461,-0.263119,29.840687,0.004828
0.325615,0.006886,30.232092,0.004486
0.360794,-0.042733,30.009464,0.004542
0.257744,0.132666,30.098297,0.004479
0.308921,-0.052646,30.086027,0.004439
0.180607,0.024351,30.352457,0.004452
0.366171,-0.094781,29.891346,0.004562
0.292255,0.031713,30.133970,0.004423
0.400858,-0.055607,30.108074,0.004695
0.214758,-0.026247,30.053286,0.004374
0.302107,0.016391,29.656981,0.004364
0.332970,0.025036,29.833080,0.004448
0.315047,0.028230,30.097350,0.004452
0.305932,0.064269,29.954528,0.004434
0.277448,0.126845,29.729026,0.004428
0.344368,-0.126847,30.209551,0.004575
0.284935,0.156109,29.955540,0.004509
0.332670,-0.106715,30.136162,0.004521
0.230286,0.084680,30.171323,0.004431
0.310426,0.047974,30.184347,0.004465
0.307622,-0.157490,29.711204,0.004466
0.297677,-0.005534,29.972736,0.004399
0.410350,0.211388,30.005574,0.004907
0.228099,0.062017,29.702932,0.004345
0.309127,0.122836,30.031582,0.004504
0.325772,0.051048,30.078745,0.004480
0.246694,-0.148141,29.624435,0.004400
0.270515,-0.072539,29.573524,0.004330
0.368607,0.028709,30.407416,0.004628
0.314851,0.042618,30.409975,0.004502
0.268290,0.009525,29.912775,0.004361
0.280720,0.049130,30.350832,0.004449
0.331796,0.105552,29.599523,0.004464
0.285528,-0.075897,30.098922,0.004420
0.247671,0.009687,30.637596,0.004454
0.415461,0.000205,29.570170,0.004667
0.360596,0.202177,30.158071,0.004749
0.277187,-0.023506,30.427116,0.004440
0.344184,0.079040,30.175117,0.004553
0.294097,0.227625,30.252787,0.004697
0.270244,0.035729,29.725640,0.004345
0.274303,-0.008322,29.737399,0.004339
0.412188,-0.060507,29.786250,0.004693
0.291471,-0.056054,30.148648,0.004424
0.364917,0.039656,30.394638,0.004619
0.285109,0.096498,30.329007,0.004487
0.322357,0.038187,30.037451,0.004461
0.344891,-0.069493,30.155857,0.004529
0.263468,-0.172171,29.962150,0.004486
0.246677,-0.119701,29.813532,0.004392
0.328840,-0.087056,29.644945,0.004428
0.292176,-0.071417,30.586466,0.004495
0.281949,0.093858,29.891763,0.004419
0.330338,-0.152533,30.434118,0.004604
0.198268,-0.024091,29.822259,0.004352
0.261823,0.084691,30.073809,0.004422
0.358839,0.216659,30.154610,0.004770
0.308495,0.081581,30.046087,0.004464
0.275460,-0.055453,30.133344,0.004405
0.280313,-0.134485,29.782672,0.004419
0.258706,-0.131055,29.977691,0.004431
0.325353,-0.140775,30.322129,0.004565
0.366838,0.124909,29.960819,0.004625
0.239512,0.130214,30.266983,0.004498
0.324448,-0.129534,29.929860,0.004494
0.240829,0.050235,30.225543,0.004411
0.199982,-0.165464,30.110515,0.004526
0.241310,0.166630,29.653783,0.004468
0.335601,-0.022327,30.301312,0.004516
0.337556,-0.073435,30.231320,0.004525
0.247308,-0.072062,30.433436,0.004441
0.358295,-0.166999,29.792160,0.004591
0.195295,-0.171665,29.740135,0.004489
0.348709,-0.063615,29.673351,0.004466
0.298774,-0.086050,29.875281,0.004410
0.306747,0.062511,29.878547,0.004423
0.325483,0.029130,30.155885,0.004481
0.280253,0.093743,29.800127,0.004404
0.261420,0.024919,30.617643,0.004461
0.295887,-0.092305,30.010767,0.004430
0.267545,-0.156540,30.238847,0.004504
0.247259,-0.218741,29.764514,0.004542
0.310125,0.137738,29.841349,0.004496
0.208241,-0.032902,30.037480,0.004377
0.290056,0.034361,29.581376,0.004343
0.322106,0.011011,30.221594,0.004478
0.213847,-0.062597,30.402943,0.004437
0.307034,-0.081473,29.841172,0.004414
0.313246,-0.158852,29.825643,0.004493
0.303388,-0.010543,29.568085,0.004350
0.311026,-0.153443,29.789594,0.004477
0.312352,0.009617,30.200241,0.004457
0.292867,0.040547,29.860882,0.004389
0.297568,-0.028818,29.880833,0.004387
0.308922,0.012084,30.122999,0.004440
0.341247,-0.023555,30.121724,0.004504
0.302985,-0.004536,29.509191,0.004341
0.336897,-0.062313,29.735772,0.004447
0.271675,-0.023526,30.386203,0.004430
0.234257,0.046019,29.996195,0.004376
0.306492,0.098492,30.097341,0.004483
0.328246,0.034240,30.053045,0.004473
0.269311,-0.016300,29.777214,0.004341
0.239004,0.036196,30.134032,0.004390
0.248943,-0.193375,30.203612,0.004556
0.355940,0.067203,29.792314,0.004519
0.305636,0.148218,29.815540,0.004500
0.346137,0.003319,29.803709,0.004470
0.350057,-0.035367,30.000457,0.004509
0.365995,0.141384,29.665824,0.004598
0.396363,0.132888,30.176418,0.004766
0.319262,0.299928,29.729356,0.004829
0.349356,-0.081590,29.852922,0.004502
0.306172,-0.118010,30.156762,0.004486
0.348281,-0.051525,29.857957,0.004488
0.306739,-0.162356,29.436346,0.004431
0.309221,-0.146345,30.211624,0.004528
0.271816,0.069925,30.037200,0.004410
0.244054,-0.064202,29.921178,0.004363
0.306470,-0.110862,29.691527,0.004413
0.303022,0.042037,29.680349,0.004378
0.309186,0.108209,29.728155,0.004444
0.263553,-0.012158,30.303728,0.004412
0.319758,0.159492,30.016797,0.004568
0.257708,0.058343,29.863538,0.004369
0.270607,0.113599,29.809243,0.004419
0.373911,0.042603,30.174184,0.004616
0.325966,0.072209,29.808868,0.004454
0.309765,-0.038246,30.031418,0.004429
0.326436,-0.024734,29.690767,0.004409
0.255550,0.167334,29.909318,0.004506
0.256746,-0.000909,30.182253,0.004391
0.305506,-0.219811,30.166213,0.004628
0.386008,0.055076,29.574492,0.004573
0.297159,0.099391,29.755679,0.004422
0.312496,-0.126776,30.031806,0.004486
0.307946,-0.160433,29.478563,0.004436
0.321767,-0.098941,29.415566,0.004389
0.356877,0.063776,30.015867,0.004553
0.215422,-0.168940,30.583204,0.004585
0.315744,0.026020,29.518859,0.004369
0.278892,-0.006936,29.692432,0.004337
0.329297,0.008101,29.919482,0.004449
0.295875,-0.086527,29.940466,0.004416
0.291686,0.046847,29.561975,0.004348
0.257434,-0.146908,29.875411,0.004435
0.234520,0.073442,30.293961,0.004437
0.397347,-0.026061,30.359265,0.004714
0.350828,-0.008292,29.751760,0.004474
0.229723,0.144089,30.137968,0.004504
0.289880,0.067938,30.146091,0.004442
0.288003,0.148102,30.155388,0.004529
0.274279,0.024234,29.836717,0.004359
0.335232,0.074192,29.695967,0.004459
0.228118,0.014678,29.696863,0.004321
0.306917,-0.086069,30.093648,0.004453
0.266523,-0.069534,29.922611,0.004375
0.268908,0.219957,29.883275,0.004611
0.407728,0.152445,30.212327,0.004839
0.381932,0.139997,30.252264,0.004735
0.307656,-0.106909,29.785574,0.004425
0.388073,-0.087077,30.051654,0.004652
0.285586,0.118463,29.816765,0.004438
0.270580,-0.021062,30.356918,0.004424
0.230192,-0.004843,30.180819,0.004386
0.288926,-0.007821,30.128651,0.004410
0.210816,-0.109317,29.877166,0.004402
0.211202,-0.117845,30.180127,0.004455
0.364188,0.103542,30.096705,0.004616
0.389929,-0.097493,29.914755,0.004644
0.345658,0.195348,30.159922,0.004700
0.401621,-0.035107,30.090024,0.004691
0.363933,0.097482,30.194019,0.004624
0.313676,-0.121763,29.818495,0.004452
0.336995,0.245204,29.920947,0.004745
0.310699,0.042865,29.841877,0.004414
0.284354,-0.090299,30.094913,0.004427
0.321331,0.083377,30.243962,0.004517
0.278704,0.051350,29.817257,0.004373
0.386705,0.092637,30.062279,0.004674
0.266627,-0.042467,30.041468,0.004381
0.258972,0.047536,29.934298,0.004373
0.261867,-0.033246,30.113239,0.004386
0.343882,-0.139100,29.792748,0.004524
0.302423,0.084550,29.571222,0.004389
0.272117,-0.021199,30.399120,0.004432
0.268456,-0.060006,30.194023,0.004410
0.287760,-0.094376,29.880017,0.004403
0.325529,0.179474,29.684395,0.004560
0.336071,-0.359199,30.304420,0.005040
0.291773,-0.157972,29.846689,0.004467
0.366595,-0.040681,30.145317,0.004578
0.249735,-0.068603,30.201510,0.004407
0.299386,-0.188502,30.165174,0.004566
0.281995,-0.044096,29.850713,0.004367
0.309233,0.028026,30.294258,0.004470
0.328346,0.035922,29.486172,0.004392
0.354679,0.039291,29.828820,0.004506
0.243207,-0.215825,29.833609,0.004548
0.298716,0.016351,30.205853,0.004437
0.177007,-0.016419,30.376131,0.004454
0.237124,0.050409,29.813897,0.004352
0.367020,-0.261676,30.294807,0.004844
0.315713,-0.076818,30.429559,0.004511
0.358162,-0.078125,30.023049,0.004549
0.303127,0.046433,30.088999,0.004439
0.301534,0.198879,29.915332,0.004594
0.331164,-0.010581,30.051733,0.004470
0.305176,0.095885,29.842565,0.004442
0.306140,0.088891,30.096487,0.004474
0.303335,0.007144,29.868091,0.004394
0.197354,-0.044931,29.586766,0.004325
0.261029,-0.170243,30.465490,0.004555
0.257145,0.133851,30.039545,0.004472
0.291007,0.064289,30.244850,0.004455
0.306860,-0.080649,30.386632,0.004492
0.285509,-0.329801,30.446966,0.004938
0.273195,-0.012479,29.861982,0.004356
0.354490,0.309998,30.296961,0.005006
0.272912,-0.012910,30.258896,0.004412
0.242087,0.014900,29.531616,0.004297
0.296041,-0.213583,30.200431,0.004611
0.262246,-0.037156,29.964519,0.004366
0.279233,-0.171389,30.004916,0.004498
0.355425,0.213519,30.086354,0.004745
0.279787,0.003899,29.960071,0.004377
0.273296,-0.030754,30.263954,0.004415
0.296292,-0.051141,30.284820,0.004448
0.278445,-0.072881,29.705056,0.004355
0.312708,0.017287,30.171837,0.004455
0.323048,0.031849,29.510471,0.004384
0.222147,-0.099897,30.035435,0.004409
0.221903,0.220754,30.147295,0.004672
0.318524,-0.062062,30.214966,0.004478
0.259648,0.063168,29.823782,0.004367
0.351841,0.071847,29.745809,0.004504
0.215833,0.035392,29.999589,0.004375
0.271169,-0.068580,29.541866,0.004324
0.270806,0.052801,29.904471,0.004379
0.304291,0.083815,29.774102,0.004420
0.366763,0.241644,29.833025,0.004792
0.368718,0.131426,30.081237,0.004656
0.258603,-0.003511,30.049287,0.004373
0.406736,-0.079534,29.509814,0.004636
0.351045,-0.100107,29.870849,0.004520
0.231655,-0.079678,29.959735,0.004379
0.358985,0.068298,30.363516,0.004613
0.367823,-0.097878,30.138810,0.004605
0.300959,-0.001541,30.033573,0.004413
0.278528,-0.001661,30.013138,0.004383
0.362821,-0.001095,30.001729,0.004544
0.295972,0.064286,29.953991,0.004420
0.285606,-0.109692,29.841492,0.004408
0.292787,0.146103,30.270075,0.004548
0.394500,0.079448,29.893385,0.004667
